Gender,Age,Tenure,MonthlyCharges,TotalCharges,PaymentMethod,ContractType,InternetService,StreamingServices,TechSupport,Churn
0,78,63,50.85,3203.55,3,0,1,0,0,1
0,78,59,72.62,4284.58,2,1,0,1,1,0
1,71,21,48.0,1008.0,0,1,0,0,1,1
1,27,9,95.13,856.17,0,2,1,1,1,0
0,58,47,124.94,5872.18,0,2,1,1,1,1
0,36,64,146.13,9352.32,0,1,1,0,1,0
1,47,2,81.16,162.32,0,0,1,1,1,1
1,32,40,102.87,4114.8,0,2,1,1,1,1
1,53,46,32.79,1508.34,1,2,0,0,1,1
1,25,25,68.5,1712.5,3,0,1,0,1,0
1,42,39,135.8,5296.2,2,2,0,0,0,1
1,53,41,34.33,1407.53,2,1,1,0,1,0
1,33,65,77.83,5058.95,1,0,1,0,0,0
1,52,62,34.92,2165.04,3,1,1,1,0,0
1,35,8,112.07,896.56,0,1,1,1,1,1
1,36,38,93.64,3558.32,2,2,1,1,1,1
1,66,32,53.58,1714.56,3,1,1,1,1,0
1,56,37,28.2,1043.4,0,0,1,1,1,0
0,71,27,29.35,792.45,1,2,1,0,1,0
1,41,8,78.56,628.48,0,1,1,1,1,0
0,22,29,91.16,2643.64,1,0,0,0,0,0
0,77,61,96.0,5856.0,0,0,1,1,0,1
1,68,29,94.94,2753.26,0,1,1,0,0,0
1,35,61,135.52,8266.72,1,2,1,1,0,0
0,39,7,120.26,841.82,3,1,0,1,0,1
1,75,13,92.0,1196.0,3,0,0,1,0,1
1,41,59,122.09,7203.31,0,0,1,0,0,0
1,50,32,109.52,3504.64,1,2,1,1,0,0
0,32,39,76.16,2970.24,1,2,1,1,1,1
0,37,32,147.93,4733.76,3,1,1,0,1,1
0,66,57,49.17,2802.69,3,2,1,1,1,0
1,54,27,61.32,1655.64,2,0,1,1,0,0
1,61,54,59.73,3225.42,2,1,0,0,0,1
1,71,8,110.39,883.12,0,1,1,1,0,0
1,70,52,60.06,3123.12,0,0,1,0,0,1
0,47,49,87.59,4291.91,1,1,0,0,0,0
0,21,34,36.19,1230.46,0,1,0,1,0,1
1,43,56,141.15,7904.4,3,2,1,1,0,1
0,21,39,94.94,3702.66,2,0,1,1,1,0
1,30,44,20.32,894.08,1,0,1,1,0,0
1,62,40,133.48,5339.2,3,1,0,0,0,0
1,62,7,28.58,200.06,1,0,1,1,1,0
1,73,47,76.6,3600.2,2,2,1,1,1,0
1,20,36,62.12,2236.32,2,0,0,1,1,1
0,69,17,102.86,1748.62,1,1,0,1,1,1
0,72,43,53.33,2293.19,0,2,0,0,0,1
0,28,1,74.26,74.26,0,2,1,1,1,1
1,33,11,132.38,1456.18,3,1,1,0,0,1
0,18,47,73.27,3443.69,2,1,1,1,1,0
1,40,34,20.76,705.84,3,1,0,0,1,0
1,39,12,22.89,274.68,2,1,1,1,1,1
1,79,34,50.55,1718.7,3,0,0,0,0,1
1,71,67,65.07,4359.69,1,2,1,0,0,1
1,30,67,33.96,2275.32,3,2,1,1,1,1
1,23,37,101.74,3764.38,1,0,1,0,1,1
0,38,23,49.92,1148.16,0,2,1,1,0,1
1,26,38,146.92,5582.96,0,0,0,1,0,0
1,30,11,122.47,1347.17,3,1,1,0,1,0
0,46,42,22.08,927.36,2,2,1,0,0,1
1,66,42,142.38,5979.96,1,0,0,0,1,1
1,52,22,41.71,917.62,2,2,1,0,0,1
0,51,36,120.95,4354.2,2,2,1,1,1,0
1,62,13,131.0,1703.0,2,2,1,0,0,0
0,56,1,82.73,82.73,1,2,1,1,1,1
1,36,35,121.8,4263.0,3,0,0,0,1,0
1,51,11,57.44,631.84,0,2,1,0,0,0
0,33,39,137.05,5344.95,2,0,0,0,1,0
0,49,54,79.84,4311.36,2,0,1,0,0,0
0,47,13,84.34,1096.42,3,1,1,1,0,1
0,79,22,68.66,1510.52,2,2,0,1,0,1
1,40,31,84.89,2631.59,2,2,1,1,0,0
1,61,26,83.35,2167.1,1,1,0,0,1,1
1,31,2,99.21,198.42,0,1,1,0,0,1
1,39,39,98.2,3829.8,3,1,1,0,0,1
0,44,17,148.49,2524.33,1,1,1,0,1,1
1,24,14,118.49,1658.86,1,0,1,1,0,1
1,24,27,55.97,1511.19,2,2,1,1,0,1
0,63,60,44.33,2659.8,1,0,1,1,0,1
0,38,17,125.33,2130.61,1,0,1,0,1,1
1,21,51,127.75,6515.25,2,0,1,0,0,0
0,56,16,92.32,1477.12,2,1,0,0,1,1
1,72,34,142.29,4837.86,3,2,1,1,1,1
0,52,48,47.56,2282.88,0,1,0,1,0,0
0,78,61,143.97,8782.17,0,0,0,1,1,0
0,26,26,25.73,668.98,3,0,1,0,1,1
1,42,43,66.37,2853.91,2,1,1,1,1,1
1,35,42,48.2,2024.4,1,2,1,1,0,1
0,55,26,77.31,2010.06,3,2,1,1,1,1
1,28,44,149.96,6598.24,3,1,1,1,0,1
1,71,71,128.53,9125.63,0,0,1,0,1,1
0,57,45,25.92,1166.4,3,0,1,0,1,1
0,47,19,34.92,663.48,0,0,1,1,1,0
0,23,47,96.76,4547.72,2,1,1,1,0,1
0,20,62,48.59,3012.58,1,0,0,0,1,1
0,29,53,133.47,7073.91,2,2,1,0,0,0
1,25,18,76.87,1383.66,0,1,1,0,0,1
0,62,26,70.51,1833.26,3,1,1,1,1,1
1,67,55,117.59,6467.45,0,2,1,1,0,1
0,29,1,75.07,75.07,1,0,1,1,0,0
0,44,63,23.35,1471.05,3,0,1,0,1,0
0,35,17,142.06,2415.02,3,0,1,1,0,1
0,46,12,23.28,279.36,3,1,1,0,0,0
1,27,45,31.42,1413.9,3,2,0,0,1,0
1,54,40,127.25,5090.0,1,0,1,0,0,1
1,39,26,131.65,3422.9,2,0,0,0,0,0
0,36,64,38.53,2465.92,3,0,1,0,1,0
0,45,3,149.51,448.53,0,0,0,0,1,0
1,79,31,36.65,1136.15,1,2,0,0,0,0
0,48,43,131.42,5651.06,3,0,1,1,0,0
0,31,49,112.26,5500.74,2,0,0,0,1,1
1,66,8,29.14,233.12,0,2,1,0,0,0
0,43,37,98.86,3657.82,2,2,1,1,1,0
0,52,12,55.82,669.84,2,0,0,0,1,0
0,75,10,87.52,875.2,0,1,1,1,1,1
0,69,3,120.06,360.18,0,1,1,1,0,1
1,64,39,76.34,2977.26,2,0,0,0,0,1
1,74,2,139.88,279.76,2,2,0,0,0,0
1,60,3,145.67,437.01,1,1,1,1,0,1
1,54,1,141.75,141.75,1,2,1,0,0,1
0,43,69,64.55,4453.95,3,0,0,0,0,0
0,34,47,68.48,3218.56,0,1,1,1,0,0
1,79,47,72.67,3415.49,2,2,1,1,0,0
1,66,13,89.59,1164.67,3,0,0,1,0,0
1,40,2,96.9,193.8,0,2,1,0,1,0
1,28,48,46.18,2216.64,3,0,1,1,1,1
0,26,36,44.62,1606.32,3,2,1,0,1,1
0,47,5,69.73,348.65,0,1,0,0,1,1
0,59,11,78.59,864.49,3,0,1,0,0,1
1,26,34,63.52,2159.68,0,1,0,0,0,1
1,23,52,128.6,6687.2,3,1,0,0,1,0
0,43,2,39.11,78.22,1,2,1,0,1,1
1,72,38,142.25,5405.5,3,0,1,1,0,1
1,55,13,130.78,1700.14,2,2,1,0,1,0
0,24,42,88.51,3717.42,0,2,1,1,1,1
0,42,14,127.62,1786.68,3,1,1,0,0,1
1,28,45,117.44,5284.8,0,2,0,1,0,0
1,53,13,23.5,305.5,0,1,1,0,0,1
0,32,13,106.76,1387.88,1,2,1,0,1,1
1,68,16,35.76,572.16,1,2,0,1,1,0
1,53,52,130.41,6781.32,1,2,0,0,1,1
1,27,40,107.76,4310.4,0,1,1,1,1,0
0,50,60,115.78,6946.8,3,0,1,1,0,0
0,36,40,149.65,5986.0,2,2,0,1,0,0
1,20,42,87.99,3695.58,2,0,1,1,1,1
1,29,27,102.31,2762.37,0,2,1,1,1,1
1,63,46,125.66,5780.36,0,2,1,0,0,0
1,70,23,144.86,3331.78,2,2,0,1,0,1
1,32,11,68.18,749.98,1,1,0,1,1,0
0,45,18,37.27,670.86,1,2,1,0,0,0
1,59,11,62.53,687.83,0,0,1,1,1,1
0,68,23,101.87,2343.01,1,2,0,0,0,0
1,54,69,140.39,9686.91,3,2,1,1,0,1
0,67,21,142.25,2987.25,2,2,0,1,0,0
1,71,33,87.27,2879.91,1,1,1,1,0,0
0,27,28,51.15,1432.2,0,2,1,0,0,0
1,49,31,81.8,2535.8,3,1,1,1,1,0
0,29,30,98.2,2946.0,1,1,0,0,0,1
1,75,51,111.86,5704.86,3,1,1,0,1,0
1,78,5,110.67,553.35,3,2,1,1,0,0
1,63,54,129.9,7014.6,2,0,1,1,0,1
0,74,1,113.51,113.51,3,2,0,0,0,0
0,38,30,75.1,2253.0,2,1,1,1,0,0
1,79,4,109.84,439.36,3,0,1,0,0,0
0,62,32,121.77,3896.64,1,2,1,0,0,0
0,43,56,129.41,7246.96,2,0,1,0,1,0
0,37,53,67.46,3575.38,1,0,1,0,1,0
0,34,12,81.79,981.48,1,2,1,0,0,0
0,74,35,124.0,4340.0,3,0,0,1,0,0
0,50,39,90.94,3546.66,2,1,1,1,1,1
0,48,57,133.54,7611.78,3,0,1,1,0,0
0,20,36,79.56,2864.16,3,2,1,1,0,1
0,25,24,125.31,3007.44,1,2,0,0,1,0
1,66,13,71.78,933.14,1,0,1,0,1,0
1,73,2,124.01,248.02,1,0,1,1,1,1
0,35,23,38.77,891.71,0,2,1,0,1,1
0,79,47,93.75,4406.25,3,1,0,0,0,0
0,21,17,112.7,1915.9,2,2,0,0,0,1
1,46,59,121.67,7178.53,2,0,1,0,0,1
1,25,53,68.84,3648.52,1,2,1,1,0,0
1,63,49,123.97,6074.53,2,1,1,0,1,1
0,57,53,81.65,4327.45,2,2,1,1,0,1
0,26,24,62.41,1497.84,2,0,1,1,0,0
0,52,39,131.46,5126.94,3,0,1,0,1,0
0,51,66,96.16,6346.56,3,1,1,0,1,1
0,27,45,23.29,1048.05,0,2,0,1,0,0
0,22,63,141.64,8923.32,3,2,1,1,0,1
0,31,23,102.6,2359.8,1,2,1,1,0,1
1,68,13,130.57,1697.41,1,1,1,0,1,0
0,42,41,131.17,5377.97,2,1,1,0,1,0
0,49,21,59.64,1252.44,1,2,1,0,0,1
0,49,46,134.56,6189.76,0,2,0,1,1,0
1,59,22,64.6,1421.2,2,1,0,0,0,1
1,78,66,68.09,4493.94,3,2,1,0,1,1
1,79,43,118.93,5113.99,0,1,0,0,0,1
1,70,66,105.85,6986.1,1,2,0,1,0,0
1,25,21,137.93,2896.53,1,2,1,1,1,0
0,68,11,49.82,548.02,1,0,0,1,1,1
0,43,62,58.3,3614.6,2,2,1,0,0,1
1,41,18,115.06,2071.08,2,0,1,1,0,0
0,33,3,120.04,360.12,0,2,1,1,1,0
1,27,32,56.14,1796.48,2,1,1,1,1,1
0,70,67,99.21,6647.07,2,2,0,0,1,1
1,23,48,115.88,5562.24,3,1,0,0,0,0
1,39,33,70.3,2319.9,1,0,1,1,1,1
0,23,60,24.47,1468.2,2,1,1,0,1,0
1,63,0,58.28,0.0,1,2,1,0,0,0
1,28,15,75.46,1131.9,2,0,1,1,0,1
1,55,2,145.4,290.8,2,2,1,1,0,1
1,37,39,94.53,3686.67,0,1,1,0,0,1
0,50,65,149.6,9724.0,0,1,0,0,1,1
1,35,49,111.02,5439.98,1,0,1,0,0,1
1,33,51,51.05,2603.55,3,0,1,1,0,1
0,67,69,29.67,2047.23,2,0,0,1,0,0
1,34,49,57.01,2793.49,1,1,1,1,1,0
1,53,12,54.91,658.92,2,1,0,0,0,1
1,51,28,95.71,2679.88,3,0,0,1,1,0
0,67,0,101.3,0.0,1,0,0,1,1,0
1,79,6,68.83,412.98,0,1,1,1,0,1
0,56,6,109.04,654.24,1,0,1,1,0,0
1,54,37,127.0,4699.0,3,0,0,1,0,0
0,73,50,104.94,5247.0,3,1,1,0,1,1
1,56,68,94.31,6413.08,2,0,1,1,0,0
0,40,28,67.51,1890.28,1,1,0,0,1,0
0,56,67,27.11,1816.37,1,2,0,0,1,1
1,60,49,51.67,2531.83,0,2,0,0,1,1
0,66,44,83.13,3657.72,0,1,1,0,0,1
1,70,47,96.99,4558.53,1,0,0,0,1,1
1,52,13,126.18,1640.34,2,0,0,0,0,0
1,79,53,135.18,7164.54,1,2,0,0,1,0
0,61,66,63.03,4159.98,1,0,0,0,1,1
0,52,67,20.12,1348.04,1,1,0,1,0,0
1,63,42,133.97,5626.74,2,1,1,0,1,0
1,62,60,148.86,8931.6,2,1,0,0,1,1
1,39,36,76.05,2737.8,3,2,1,1,1,0
0,34,25,85.88,2147.0,1,2,0,0,0,1
0,25,40,100.69,4027.6,0,1,0,0,1,0
0,38,10,69.47,694.7,0,1,1,0,1,0
0,21,49,134.43,6587.07,3,2,1,0,1,0
1,66,7,97.7,683.9,2,1,1,1,1,0
0,23,18,144.0,2592.0,2,0,0,1,1,1
0,25,36,122.66,4415.76,2,2,1,1,1,0
0,35,12,20.61,247.32,2,2,1,1,1,1
1,46,15,21.78,326.7,1,1,1,0,0,0
1,43,44,111.24,4894.56,3,1,1,0,0,0
0,37,34,22.13,752.42,0,0,1,0,0,1
1,72,66,80.91,5340.06,2,0,1,0,0,1
1,76,27,46.41,1253.07,0,2,1,0,1,1
0,50,24,139.48,3347.52,1,2,0,1,1,1
0,24,61,81.74,4986.14,0,0,1,1,0,1
1,63,28,49.72,1392.16,1,0,1,1,1,0
1,23,52,91.71,4768.92,0,2,0,1,1,1
1,46,8,20.62,164.96,1,0,1,1,1,1
0,47,13,110.17,1432.21,0,2,1,0,1,0
0,34,7,65.15,456.05,2,2,1,0,1,0
1,69,30,146.2,4386.0,3,2,0,0,1,1
1,35,12,23.46,281.52,3,2,1,1,1,0
0,39,6,27.02,162.12,3,2,1,0,1,0
1,71,28,101.26,2835.28,1,0,0,1,1,1
1,44,48,133.97,6430.56,0,1,0,0,0,1
1,31,60,20.49,1229.4,0,2,1,1,0,1
1,55,59,26.25,1548.75,1,0,0,0,0,0
1,24,61,89.7,5471.7,2,2,1,1,0,1
0,39,37,108.59,4017.83,1,0,1,1,0,0
1,77,67,44.5,2981.5,3,2,1,1,0,1
1,58,39,70.29,2741.31,1,0,1,0,0,0
0,22,58,113.04,6556.32,1,2,1,1,0,0
1,34,32,102.32,3274.24,2,0,0,0,0,1
0,19,19,32.18,611.42,3,0,1,0,1,1
1,38,39,73.74,2875.86,0,2,1,0,1,0
0,66,68,50.15,3410.2,0,1,1,1,1,1
1,21,12,130.13,1561.56,1,0,1,1,0,1
0,24,48,77.01,3696.48,3,0,1,1,1,1
1,65,51,124.7,6359.7,1,2,1,1,0,1
1,47,58,23.13,1341.54,3,0,0,0,1,0
0,78,6,88.36,530.16,3,2,1,0,0,1
1,67,0,117.09,0.0,0,1,1,1,0,1
0,65,34,42.85,1456.9,3,1,1,0,1,0
0,26,26,58.5,1521.0,1,0,1,0,0,0
0,33,25,92.73,2318.25,3,0,1,1,1,0
1,29,42,63.7,2675.4,2,1,0,0,1,1
0,44,50,20.0,1000.0,3,0,0,1,1,0
0,50,19,20.09,381.71,2,0,0,1,0,1
0,58,19,64.02,1216.38,3,1,1,1,0,1
1,49,60,128.87,7732.2,0,0,1,1,0,0
1,75,27,25.38,685.26,3,2,1,0,0,1
1,75,62,132.25,8199.5,2,1,1,0,0,1
0,60,9,39.49,355.41,1,1,1,0,0,1
0,31,18,106.76,1921.68,1,1,1,0,0,1
1,21,43,147.9,6359.7,3,1,1,0,0,0
1,59,29,23.23,673.67,2,1,0,1,0,0
0,22,1,95.3,95.3,3,0,0,0,1,0
1,75,11,30.63,336.93,1,1,0,1,0,0
1,42,23,106.37,2446.51,3,0,1,0,1,1
0,31,20,59.92,1198.4,2,2,1,1,0,0
0,75,50,57.27,2863.5,1,1,1,0,0,1
0,42,67,91.01,6097.67,1,1,1,1,1,1
0,66,10,125.23,1252.3,0,2,0,1,1,0
0,73,35,145.7,5099.5,1,1,1,0,1,1
0,19,53,27.57,1461.21,1,0,1,1,0,1
0,77,56,33.73,1888.88,0,0,1,1,0,1
1,35,65,130.29,8468.85,3,2,1,0,0,1
0,22,14,50.06,700.84,3,2,1,0,1,0
0,24,40,23.98,959.2,0,1,1,0,0,0
1,29,70,44.51,3115.7,3,0,1,1,1,0
1,28,58,105.79,6135.82,1,1,1,0,1,1
1,26,54,63.23,3414.42,0,2,1,1,1,1
1,23,21,105.36,2212.56,3,2,1,1,0,0
0,79,33,107.85,3559.05,2,0,1,0,0,1
1,40,32,85.39,2732.48,1,2,1,0,1,0
0,66,69,30.02,2071.38,3,0,1,0,1,0
1,48,42,39.18,1645.56,3,2,1,1,0,0
0,74,43,121.85,5239.55,3,1,1,0,0,1
1,49,46,109.32,5028.72,2,0,1,1,1,1
0,72,50,86.75,4337.5,3,1,1,1,0,0
0,65,36,115.93,4173.48,0,2,0,1,1,1
0,73,70,148.56,10399.2,0,2,0,0,0,0
1,40,57,97.4,5551.8,2,0,0,1,0,1
1,50,40,147.92,5916.8,1,0,1,1,0,1
1,76,14,23.29,326.06,0,0,0,0,0,0
0,53,12,55.66,667.92,3,2,1,0,0,0
0,22,35,89.3,3125.5,0,2,1,1,1,1
1,18,66,142.91,9432.06,1,0,0,1,0,0
0,42,65,119.88,7792.2,0,1,1,1,0,1
1,36,24,28.38,681.12,1,2,1,0,1,0
0,48,2,128.67,257.34,3,0,1,1,0,1
1,20,59,115.65,6823.35,3,0,1,0,1,1
1,69,7,32.38,226.66,0,0,0,1,1,1
1,43,33,145.5,4801.5,1,0,1,1,1,1
0,36,47,63.39,2979.33,1,0,0,0,0,0
1,65,18,68.74,1237.32,3,0,0,0,0,0
1,67,67,79.54,5329.18,2,2,1,0,0,1
1,47,70,58.4,4088.0,0,1,0,0,0,0
1,42,23,77.08,1772.84,1,0,1,1,0,1
0,45,29,79.69,2311.01,0,2,1,0,0,0
0,48,48,63.93,3068.64,1,0,1,1,1,1
0,62,19,48.81,927.39,2,1,0,0,1,1
1,18,46,33.68,1549.28,3,0,0,0,1,1
0,18,13,127.3,1654.9,3,2,1,1,0,1
1,50,50,61.79,3089.5,3,0,0,1,0,0
0,33,31,46.07,1428.17,1,1,0,1,0,1
0,25,16,35.17,562.72,1,1,1,1,0,0
1,41,50,49.32,2466.0,1,1,1,1,1,0
0,76,26,118.76,3087.76,0,1,1,0,1,0
1,47,45,69.12,3110.4,3,2,1,1,0,1
0,57,38,125.97,4786.86,2,1,1,0,1,1
0,35,41,65.83,2699.03,2,1,0,0,0,0
0,71,68,82.14,5585.52,0,1,1,1,0,0
1,68,45,52.98,2384.1,0,0,1,0,1,0
1,68,56,138.85,7775.6,2,1,1,1,1,0
0,69,62,118.74,7361.88,3,1,1,1,0,1
0,48,52,119.8,6229.6,2,1,1,0,0,1
1,43,13,104.5,1358.5,0,0,1,0,1,1
0,78,38,135.94,5165.72,1,1,1,0,0,1
0,70,4,61.65,246.6,3,1,1,1,1,1
0,75,43,139.88,6014.84,2,2,0,0,1,1
0,77,27,119.97,3239.19,0,0,1,1,0,0
0,20,57,134.64,7674.48,0,2,1,0,0,0
0,76,31,115.94,3594.14,3,0,0,0,1,1
1,79,10,107.86,1078.6,1,1,1,0,0,1
0,52,41,93.02,3813.82,2,1,1,0,0,0
0,22,2,126.87,253.74,2,2,1,1,1,1
1,67,68,51.68,3514.24,2,0,1,0,1,0
1,61,0,37.27,0.0,3,2,1,0,1,1
1,53,23,79.02,1817.46,3,2,1,0,1,1
1,67,30,77.25,2317.5,2,1,0,1,0,0
1,55,23,72.84,1675.32,2,0,1,0,1,0
0,19,69,64.8,4471.2,3,2,1,0,1,1
1,23,29,59.14,1715.06,0,1,1,0,0,0
1,51,43,127.42,5479.06,2,2,0,1,0,0
1,40,62,122.83,7615.46,0,0,0,0,0,0
1,25,59,72.1,4253.9,2,1,1,0,1,1
1,25,63,24.37,1535.31,0,1,0,0,1,1
0,64,14,103.18,1444.52,3,2,1,1,1,0
1,66,3,123.61,370.83,1,2,0,1,0,1
1,30,6,79.3,475.8,3,2,1,0,0,0
1,47,7,86.21,603.47,2,1,1,1,1,1
1,61,50,139.25,6962.5,2,2,0,1,1,0
1,24,47,136.86,6432.42,1,2,0,1,0,0
1,28,55,92.83,5105.65,0,2,0,0,1,0
1,51,14,148.07,2072.98,3,0,0,1,0,1
0,19,15,141.27,2119.05,3,1,1,1,1,0
0,78,41,61.1,2505.1,1,0,1,1,0,1
0,72,35,33.15,1160.25,1,0,1,0,0,0
0,28,22,81.8,1799.6,1,0,1,0,0,1
1,75,27,119.42,3224.34,2,1,1,0,1,1
1,53,54,68.8,3715.2,1,1,1,0,1,1
1,32,11,111.6,1227.6,3,0,1,1,0,0
1,31,21,70.57,1481.97,3,1,0,0,0,0
0,20,47,26.94,1266.18,3,0,1,0,1,0
1,51,55,34.32,1887.6,2,0,1,0,0,0
1,35,55,105.46,5800.3,2,1,1,0,1,1
1,71,15,127.83,1917.45,0,1,1,1,1,0
1,33,16,148.49,2375.84,0,0,1,0,0,0
1,22,14,29.13,407.82,3,0,1,0,1,1
1,23,22,36.55,804.1,3,0,0,0,0,1
0,46,5,127.98,639.9,3,1,1,1,1,1
1,24,34,145.39,4943.26,0,1,1,0,0,0
0,62,22,131.14,2885.08,1,0,1,0,1,1
0,27,16,86.55,1384.8,1,2,1,0,1,0
0,46,20,97.92,1958.4,1,0,1,0,1,0
0,70,55,89.08,4899.4,0,0,1,0,0,1
1,48,3,114.62,343.86,2,0,1,1,0,1
1,19,22,50.47,1110.34,2,2,1,1,0,0
1,46,3,67.91,203.73,2,0,1,0,0,1
0,43,38,21.76,826.88,2,1,1,1,0,0
1,72,59,105.32,6213.88,3,1,1,0,1,1
0,24,46,98.32,4522.72,3,2,1,0,1,1
0,65,64,122.84,7861.76,0,1,0,0,0,0
0,63,6,66.81,400.86,0,2,1,0,0,0
0,69,17,99.64,1693.88,1,1,1,0,0,1
0,48,6,133.29,799.74,3,1,1,0,0,1
1,59,9,103.89,935.01,3,0,1,1,0,1
0,32,41,126.93,5204.13,0,2,1,0,0,1
1,69,19,57.27,1088.13,1,2,1,0,0,0
1,19,69,87.58,6043.02,2,1,1,0,0,1
0,54,0,110.9,0.0,1,2,0,0,1,1
0,71,46,123.93,5700.78,0,1,1,0,0,1
1,59,43,125.7,5405.1,1,1,1,0,0,0
1,69,44,111.11,4888.84,2,2,1,0,0,0
0,63,42,129.04,5419.68,2,0,1,0,0,1
1,29,28,141.15,3952.2,0,1,1,0,1,0
1,36,48,30.9,1483.2,2,0,0,0,0,1
1,27,23,50.49,1161.27,3,2,1,0,1,1
1,72,37,134.25,4967.25,0,0,0,0,1,1
0,50,24,52.19,1252.56,1,1,0,0,1,0
0,47,7,75.98,531.86,2,0,0,0,1,0
1,28,60,95.15,5709.0,3,0,0,0,1,0
1,20,19,141.63,2690.97,3,0,1,1,1,1
1,62,32,100.86,3227.52,2,1,0,1,1,0
0,48,1,61.16,61.16,2,1,1,1,1,0
1,75,48,147.87,7097.76,2,2,1,0,1,0
1,25,36,98.79,3556.44,2,0,1,1,1,1
1,50,59,68.21,4024.39,1,1,1,0,1,1
0,26,61,73.52,4484.72,0,0,1,1,0,1
1,45,1,29.2,29.2,0,0,1,0,0,0
1,62,32,104.52,3344.64,3,0,0,1,0,1
1,79,25,67.95,1698.75,2,0,0,0,0,0
0,77,52,84.92,4415.84,1,2,1,0,1,0
0,22,58,30.86,1789.88,3,0,1,0,0,1
1,59,52,146.82,7634.64,3,2,1,1,1,0
0,78,71,139.8,9925.8,3,0,1,0,0,1
1,31,33,40.7,1343.1,2,0,1,1,0,1
0,78,58,27.11,1572.38,1,1,0,1,1,1
1,18,31,44.08,1366.48,2,2,1,1,0,1
1,54,70,51.42,3599.4,1,1,0,0,1,1
0,20,2,38.23,76.46,3,2,1,0,0,0
0,59,67,140.03,9382.01,3,0,1,1,0,0
1,33,29,116.72,3384.88,0,1,1,0,0,1
1,39,7,119.14,833.98,2,1,1,1,0,1
1,51,57,107.11,6105.27,3,1,1,0,1,0
0,64,26,145.39,3780.14,2,2,0,0,1,0
0,76,14,142.12,1989.68,0,2,1,0,0,1
1,21,70,110.9,7763.0,3,1,1,1,1,0
0,60,53,74.39,3942.67,1,1,1,0,1,1
1,55,36,109.51,3942.36,0,0,1,0,1,1
0,33,8,125.02,1000.16,1,2,0,0,0,0
0,24,17,141.31,2402.27,1,1,1,0,0,0
0,51,46,33.41,1536.86,2,2,0,1,1,0
0,73,54,53.45,2886.3,3,2,1,1,0,1
1,72,58,87.17,5055.86,0,0,0,0,0,0
0,63,70,88.84,6218.8,2,2,1,1,0,1
1,65,24,134.49,3227.76,0,1,1,1,0,0
1,21,23,110.08,2531.84,2,1,1,0,1,1
1,28,8,111.39,891.12,0,2,1,0,1,0
1,43,52,41.93,2180.36,1,2,1,1,0,1
1,76,68,97.25,6613.0,2,0,1,0,1,1
0,61,49,138.07,6765.43,0,0,1,0,0,1
0,36,61,60.85,3711.85,2,1,0,0,1,1
0,69,12,89.22,1070.64,2,2,1,0,1,1
0,43,25,77.82,1945.5,1,2,1,0,0,1
0,79,49,83.8,4106.2,3,1,0,1,0,1
1,29,19,44.07,837.33,0,0,0,1,0,0
0,21,57,107.06,6102.42,3,0,0,0,1,1
1,35,65,114.24,7425.6,2,1,1,0,1,0
1,73,37,52.03,1925.11,0,0,0,0,0,1
1,73,71,51.99,3691.29,2,2,1,1,1,1
0,56,40,53.32,2132.8,2,1,1,0,0,0
1,65,39,104.29,4067.31,2,1,1,0,0,1
1,29,49,28.45,1394.05,0,2,0,1,1,1
0,75,55,125.79,6918.45,2,1,0,0,1,1
1,63,11,136.42,1500.62,1,1,0,1,1,0
0,33,41,85.93,3523.13,0,1,0,0,1,0
0,78,50,118.55,5927.5,3,1,1,1,1,0
1,59,43,87.55,3764.65,3,2,0,0,0,0
0,33,27,118.86,3209.22,2,1,1,1,1,1
0,32,69,50.09,3456.21,3,0,1,0,0,1
1,21,68,22.21,1510.28,0,1,0,0,1,0
0,51,35,69.02,2415.7,2,1,1,1,0,1
0,54,56,91.62,5130.72,1,0,1,0,0,1
1,63,46,20.79,956.34,2,2,0,1,0,0
0,52,56,89.81,5029.36,2,1,1,0,0,1
0,65,64,122.31,7827.84,3,0,1,0,0,0
0,49,57,56.32,3210.24,1,2,1,1,1,1
0,48,36,95.04,3421.44,1,0,1,0,1,1
0,66,33,38.25,1262.25,1,2,1,1,1,0
0,48,29,104.92,3042.68,3,0,0,0,1,1
1,64,47,121.29,5700.63,2,2,1,1,0,0
1,19,0,84.23,0.0,2,2,1,0,0,0
1,28,49,107.2,5252.8,3,2,1,0,1,0
0,20,40,61.04,2441.6,0,0,1,0,1,0
1,65,8,106.05,848.4,1,1,1,1,1,1
1,51,43,89.33,3841.19,1,0,0,1,1,1
1,63,0,56.4,0.0,0,2,1,0,0,1
1,60,34,144.27,4905.18,0,1,1,1,1,0
1,41,20,47.31,946.2,2,2,0,1,1,0
0,46,6,138.65,831.9,1,2,1,1,0,0
0,65,34,138.34,4703.56,2,0,1,1,0,1
1,25,16,131.58,2105.28,0,2,0,1,0,0
1,34,59,70.15,4138.85,2,0,1,0,0,0
1,79,54,27.33,1475.82,2,2,0,1,1,1
1,28,19,111.49,2118.31,3,1,1,1,1,1
0,28,24,124.47,2987.28,2,0,1,1,1,0
1,64,35,136.99,4794.65,3,2,1,1,0,1
0,33,50,139.65,6982.5,0,0,1,1,1,0
0,45,16,23.61,377.76,3,1,0,1,0,0
0,42,47,116.24,5463.28,3,2,1,1,0,0
0,59,66,102.55,6768.3,0,1,0,1,0,0
1,20,70,149.37,10455.9,0,0,1,1,1,0
1,78,3,47.79,143.37,3,0,1,1,1,0
0,20,3,102.7,308.1,2,2,0,0,1,0
